,Min1,Max1,Min2,Max2
17:44:14.279 -> S-0.00 -1.31 153.36 2.30,,,,
17:44:14.312 -> S-0.00 -1.31 153.36 2.30,,,,
17:44:14.312 -> S-0.00 -1.40 153.36 2.30,,,,
17:44:14.312 -> S-0.00 -1.48 153.36 2.30,,,,
17:44:14.312 -> S-0.00 -1.40 153.36 2.30,,,,
17:44:14.312 -> S-0.00 -1.40 153.36 2.30,,,,
17:44:14.312 -> S-0.00 -1.31 153.36 2.30,,,,
17:44:14.346 -> S-0.00 -1.21 153.36 2.30,,,,
17:44:14.346 -> S-0.00 -1.21 153.36 2.30,,,,
17:44:14.346 -> S-0.00 -1.10 153.36 2.30,,,,
17:44:14.346 -> S-0.00 -1.21 153.36 2.30,,,,
17:44:14.346 -> S-0.00 -1.40 153.36 2.30,,,,
17:44:14.379 -> S-0.00 -1.48 153.36 2.30,,,,
17:44:14.379 -> S-0.00 -1.56 153.36 2.30,,,,
17:44:14.379 -> S-0.00 -1.48 153.36 2.30,,,,
17:44:14.379 -> S-0.00 -1.21 153.36 2.30,,,,
17:44:14.379 -> S-0.00 -0.86 153.36 2.30,,,,
17:44:14.379 -> S-0.00 -0.86 153.36 2.30,,,,
17:44:14.412 -> S-0.00 -1.10 153.36 2.30,,,,
17:44:14.412 -> S-0.00 -1.40 153.36 2.30,,,,
17:44:14.412 -> S-0.00 -1.56 153.36 2.30,,,,
17:44:14.412 -> S-0.00 -1.56 153.36 2.30,,,,
17:44:14.412 -> S-0.00 -1.40 153.36 2.30,,,,
17:44:14.449 -> S-0.00 -1.21 153.36 2.30,,,,
17:44:14.449 -> S-0.00 -1.10 153.36 2.30,,,,
17:44:14.449 -> S-0.00 -1.10 153.36 2.30,,,,
17:44:14.449 -> S-0.00 -1.21 153.36 2.30,,,,
17:44:14.449 -> S-0.00 -1.21 153.36 2.30,,,,
17:44:14.449 -> S-0.00 -1.21 153.36 2.30,,,,
17:44:14.482 -> S0.01 3.95 153.36 2.30,,,,
17:44:14.482 -> S0.06 9.43 153.36 2.30,,,,
17:44:14.482 -> S0.09 11.46 153.36 2.30,,,,
17:44:14.482 -> S0.15 14.79 153.36 2.30,,,,
17:44:14.482 -> S0.14 14.32 153.36 2.30,,,,
17:44:14.482 -> S0.12 13.13 153.36 2.30,,,,
17:44:14.519 -> S0.09 11.09 153.36 2.30,,,,
17:44:14.519 -> S0.07 9.99 153.36 2.30,,,,
17:44:14.519 -> S0.05 8.87 153.36 2.30,,,,
17:44:14.519 -> S0.06 9.12 153.36 2.30,,,,
17:44:14.519 -> S0.06 9.47 153.36 2.30,,,,
17:44:14.519 -> S0.08 10.67 153.36 2.30,,,,
17:44:14.557 -> S0.09 11.12 153.36 2.30,,,,
17:44:14.557 -> S0.09 11.50 153.36 2.30,,,,
17:44:14.557 -> S0.09 11.66 153.36 2.30,,,,
17:44:14.557 -> S0.09 11.66 153.36 2.30,,,,
17:44:14.557 -> S0.09 11.30 153.36 2.30,,,,
17:44:14.557 -> S0.09 11.05 153.36 2.30,,,,
17:44:14.557 -> S0.08 10.84 153.36 2.30,,,,
17:44:14.591 -> S0.08 10.65 153.36 2.30,,,,
17:44:14.591 -> S0.08 10.61 153.36 2.30,,,,
17:44:14.591 -> S0.08 10.69 153.36 2.30,,,,
17:44:14.591 -> S0.09 11.18 153.36 2.30,,,,
17:44:14.591 -> S0.09 11.28 153.36 2.30,,,,
17:44:14.627 -> S0.08 11.03 153.36 2.30,,,,
17:44:14.627 -> S0.09 11.38 153.36 2.30,,,,
17:44:14.627 -> S0.09 11.36 153.36 2.30,,,,
17:44:14.627 -> S0.09 11.34 153.36 2.30,,,,
17:44:14.627 -> S0.09 11.20 153.36 2.30,,,,
17:44:14.627 -> S0.08 10.99 153.36 2.30,,,,
17:44:14.661 -> S0.09 11.06 153.36 2.30,,,,
17:44:14.661 -> S0.09 11.09 153.36 2.30,,,,
17:44:14.661 -> S0.08 10.75 153.36 2.30,,,,
17:44:14.661 -> S0.08 10.81 153.36 2.30,,,,
17:44:14.661 -> S0.08 10.94 153.36 2.30,,,,
17:44:14.661 -> S0.08 10.98 153.36 2.30,,,,
17:44:14.696 -> S0.09 11.16 153.36 2.30,,,,
17:44:14.696 -> S0.09 11.10 153.36 2.30,,,,
17:44:14.696 -> S0.09 11.18 153.36 2.30,,,,
17:44:14.696 -> S0.09 11.15 153.36 2.30,,,,
17:44:14.696 -> S0.08 10.96 153.36 2.30,,,,
17:44:14.732 -> S0.08 10.81 153.36 2.30,,,,
17:44:14.732 -> S0.08 10.68 153.36 2.30,,,,
17:44:14.732 -> S0.08 10.72 153.36 2.30,,,,
17:44:14.732 -> S0.08 10.95 153.36 2.30,,,,
17:44:14.732 -> S0.09 11.13 153.36 2.30,,,,
17:44:14.732 -> S0.09 11.18 153.36 2.30,,,,
17:44:14.765 -> S0.09 11.37 153.36 2.30,,,,
17:44:14.765 -> S0.09 11.25 153.36 2.30,,,,
17:44:14.765 -> S0.09 11.12 153.36 2.30,,,,
17:44:14.765 -> S0.08 10.92 153.36 2.30,,,,
17:44:14.765 -> S0.08 10.99 153.36 2.30,,,,
17:44:14.765 -> S0.08 10.65 153.36 2.30,,,,
17:44:14.803 -> S0.08 10.69 153.36 2.30,,,,
17:44:14.803 -> S0.08 10.93 153.36 2.30,,,,
17:44:14.803 -> S0.09 11.10 153.36 2.30,,,,
17:44:14.803 -> S0.09 11.36 153.36 2.30,,,,
17:44:14.803 -> S0.09 11.05 153.36 2.30,,,,
17:44:14.803 -> S0.08 11.04 153.36 2.30,,,,
17:44:14.841 -> S0.09 11.17 153.36 2.30,,,,
17:44:14.841 -> S0.08 11.04 153.36 2.30,,,,
17:44:14.841 -> S0.08 11.00 153.36 2.30,,,,
17:44:14.841 -> S0.08 10.89 153.36 2.30,,,,
17:44:14.841 -> S0.08 11.00 153.36 2.30,,,,
17:44:14.841 -> S0.09 11.09 153.36 2.30,,,,
17:44:14.841 -> S0.08 10.83 153.36 2.30,,,,
17:44:14.879 -> S0.08 11.03 153.36 2.30,,,,
17:44:14.879 -> S0.09 11.39 153.36 2.30,,,,
17:44:14.879 -> S0.09 11.35 153.36 2.30,,,,
17:44:14.879 -> S0.09 11.29 153.36 2.30,,,,
17:44:14.879 -> S0.08 11.01 153.36 2.30,,,,
17:44:14.879 -> S0.09 11.16 153.36 2.30,,,,
17:44:14.913 -> S0.09 11.10 153.36 2.30,,,,
17:44:14.913 -> S0.09 11.15 153.36 2.30,,,,
17:44:14.913 -> S0.09 11.16 153.36 2.30,,,,
17:44:14.913 -> S0.09 11.42 153.36 2.30,,,,
17:44:14.913 -> S0.09 11.23 153.36 2.30,,,,
17:44:14.913 -> S0.08 10.96 153.36 2.30,,,,
17:44:14.951 -> S0.08 10.82 153.36 2.30,,,,
17:44:14.951 -> S0.08 10.74 153.36 2.30,,,,
17:44:14.951 -> S0.08 10.80 153.36 2.30,,,,
17:44:14.951 -> S0.08 10.72 153.36 2.30,,,,
17:44:14.951 -> S0.08 10.75 153.36 2.30,,,,
17:44:14.951 -> S0.08 10.74 153.36 2.30,,,,
17:44:14.986 -> S0.08 10.96 153.36 2.30,,,,
17:44:14.986 -> S0.09 11.06 153.36 2.30,,,,
17:44:14.986 -> S0.09 11.07 153.36 2.30,,,,
17:44:14.986 -> S0.09 11.14 153.36 2.30,,,,
17:44:14.986 -> S0.09 11.23 153.36 2.30,,,,
17:44:14.986 -> S0.09 11.26 153.36 2.30,,,,
17:44:15.023 -> S0.09 11.23 153.36 2.30,,,,
17:44:15.023 -> S0.08 10.91 153.36 2.30,,,,
17:44:15.023 -> S0.08 10.90 153.36 2.30,,,,
17:44:15.023 -> S0.08 10.92 153.36 2.30,,,,
17:44:15.023 -> S0.08 10.93 153.36 2.30,,,,
17:44:15.023 -> S0.09 11.38 153.36 2.30,,,,
17:44:15.057 -> S0.09 11.17 153.36 2.30,,,,
17:44:15.057 -> S0.09 11.15 153.36 2.30,,,,
17:44:15.057 -> S0.08 10.98 153.36 2.30,,,,
17:44:15.057 -> S0.08 10.87 153.36 2.30,,,,
17:44:15.057 -> S0.09 11.28 153.36 2.30,,,,
17:44:15.057 -> S0.09 11.23 153.36 2.30,,,,
17:44:15.093 -> S0.08 10.90 153.36 2.30,,,,
17:44:15.093 -> S0.08 10.86 153.36 2.30,,,,
17:44:15.093 -> S0.09 11.05 153.36 2.30,,,,
17:44:15.093 -> S0.08 10.96 153.36 2.30,,,,
17:44:15.093 -> S0.08 10.84 153.36 2.30,,,,
17:44:15.127 -> S0.09 11.05 153.36 2.30,,,,
17:44:15.127 -> S0.09 11.11 153.36 2.30,,,,
17:44:15.127 -> S0.08 10.84 153.36 2.30,,,,
17:44:15.127 -> S0.08 10.96 153.36 2.30,,,,
17:44:15.127 -> S0.09 11.24 153.36 2.30,,,,
17:44:15.127 -> S0.08 11.01 153.36 2.30,,,,
17:44:15.160 -> S0.08 10.92 153.36 2.30,,,,
17:44:15.160 -> S0.08 10.99 153.36 2.30,,,,
17:44:15.160 -> S0.08 10.95 153.36 2.30,,,,
17:44:15.160 -> S0.08 10.99 153.36 2.30,,,,
17:44:15.160 -> S0.08 11.02 153.36 2.30,,,,
17:44:15.160 -> S0.08 10.91 153.36 2.30,,,,
17:44:15.195 -> S0.08 10.91 153.36 2.30,,,,
17:44:15.195 -> S0.09 11.06 153.36 2.30,,,,
17:44:15.195 -> S0.08 10.93 153.36 2.30,,,,
17:44:15.195 -> S0.08 10.89 153.36 2.30,,,,
17:44:15.195 -> S0.08 10.91 153.36 2.30,,,,
17:44:15.195 -> S0.08 10.78 153.36 2.30,,,,
17:44:15.230 -> S0.08 10.77 153.36 2.30,,,,
17:44:15.230 -> S0.09 11.12 153.36 2.30,,,,
17:44:15.230 -> S0.09 11.09 153.36 2.30,,,,
17:44:15.230 -> S0.09 11.40 153.36 2.30,,,,
17:44:15.230 -> S0.09 11.37 153.36 2.30,,,,
17:44:15.263 -> S0.09 11.16 153.36 2.30,,,,
17:44:15.263 -> S0.08 10.74 153.36 2.30,,,,
17:44:15.263 -> S0.08 10.90 153.36 2.30,,,,
17:44:15.263 -> S0.08 10.94 153.36 2.30,,,,
17:44:15.263 -> S0.08 10.94 153.36 2.30,,,,
17:44:15.263 -> S0.08 11.04 153.36 2.30,,,,
17:44:15.296 -> S0.09 11.06 153.36 2.30,,,,
17:44:15.296 -> S0.09 11.12 153.36 2.30,,,,
17:44:15.296 -> S0.08 11.02 153.36 2.30,,,,
17:44:15.296 -> S0.08 10.98 153.36 2.30,,,,
17:44:15.296 -> S0.09 11.18 153.36 2.30,,,,
17:44:15.329 -> S0.09 11.21 153.36 2.30,,,,
17:44:15.329 -> S0.09 11.22 153.36 2.30,,,,
17:44:15.329 -> S0.09 11.42 153.36 2.30,,,,
17:44:15.329 -> S0.09 11.07 153.36 2.30,,,,
17:44:15.329 -> S0.08 10.98 153.36 2.30,,,,
17:44:15.329 -> S0.09 11.37 153.36 2.30,,,,
17:44:15.366 -> S0.09 11.16 153.36 2.30,,,,
17:44:15.366 -> S0.08 11.01 153.36 2.30,,,,
17:44:15.366 -> S0.09 11.07 153.36 2.30,,,,
17:44:15.366 -> S0.08 11.01 153.36 2.30,,,,
17:44:15.366 -> S0.09 11.22 153.36 2.30,,,,
17:44:15.366 -> S0.09 11.20 153.36 2.30,,,,
17:44:15.399 -> S0.09 11.20 153.36 2.30,,,,
17:44:15.399 -> S0.09 11.11 153.36 2.30,,,,
17:44:15.399 -> S0.08 10.99 153.36 2.30,,,,
17:44:15.399 -> S0.08 10.87 153.36 2.30,,,,
17:44:15.399 -> S0.08 10.67 153.36 2.30,,,,
17:44:15.437 -> S0.08 10.96 153.36 2.30,,,,
17:44:15.437 -> S0.09 11.15 153.36 2.30,,,,
17:44:15.437 -> S0.09 11.14 153.36 2.30,,,,
17:44:15.437 -> S0.09 11.13 153.36 2.30,,,,
17:44:15.437 -> S0.08 10.89 153.36 2.30,,,,
17:44:15.437 -> S0.08 10.85 153.36 2.30,,,,
17:44:15.437 -> S0.08 11.03 153.36 2.30,,,,
17:44:15.471 -> S0.09 11.34 153.36 2.30,,,,
17:44:15.471 -> S0.09 11.27 153.36 2.30,,,,
17:44:15.471 -> S0.03 6.84 153.36 2.30,,,,
17:44:15.471 -> S-0.02 -5.93 153.84 2.30,,,,
17:44:15.471 -> S-0.08 -10.84 153.84 2.30,,,,
17:44:15.471 -> S-0.10 -11.91 153.84 2.30,,,,
17:44:15.505 -> S-0.10 -11.75 153.84 2.30,,,,
17:44:15.505 -> S-0.09 -11.59 153.84 2.30,,,,
17:44:15.505 -> S-0.09 -11.55 153.84 2.30,,,,
17:44:15.505 -> S-0.08 -10.66 153.84 2.30,,,,
17:44:15.505 -> S-0.07 -10.26 153.84 2.30,,,,
17:44:15.539 -> S-0.08 -10.54 153.84 2.30,,,,
17:44:15.539 -> S-0.09 -11.49 153.84 2.30,,,,
17:44:15.539 -> S-0.09 -11.46 153.84 2.30,,,,
17:44:15.539 -> S-0.10 -11.90 153.84 2.30,,,,
17:44:15.539 -> S-0.12 -13.04 153.84 2.30,,,,
17:44:15.539 -> S-0.12 -13.36 153.84 2.30,,,,
17:44:15.574 -> S-0.13 -13.57 153.84 2.30,,,,
17:44:15.574 -> S-0.13 -13.76 153.84 2.30,,,,
17:44:15.574 -> S-0.14 -14.11 153.84 2.30,,,,
17:44:15.574 -> S-0.14 -14.15 153.84 2.30,,,,
17:44:15.574 -> S-0.13 -13.84 153.84 2.30,,,,
17:44:15.574 -> S-0.13 -13.54 153.84 2.30,,,,
17:44:15.610 -> S-0.13 -13.61 153.84 2.30,,,,
17:44:15.610 -> S-0.13 -13.65 153.84 2.30,,,,
17:44:15.610 -> S-0.14 -13.92 153.84 2.30,,,,
17:44:15.610 -> S-0.13 -13.65 153.84 2.30,,,,
17:44:15.610 -> S-0.14 -14.16 153.84 2.30,,,,
17:44:15.610 -> S-0.13 -13.54 153.84 2.30,,,,
17:44:15.648 -> S-0.13 -13.42 153.84 2.30,,,,
17:44:15.648 -> S-0.13 -13.57 153.84 2.30,,,,
17:44:15.648 -> S-0.13 -13.53 153.84 2.30,,,,
17:44:15.648 -> S-0.13 -13.49 153.84 2.30,,,,
17:44:15.648 -> S-0.12 -13.33 153.84 2.30,,,,
17:44:15.648 -> S-0.12 -13.17 153.84 2.30,,,,
17:44:15.682 -> S-0.11 -12.69 153.84 2.30,,,,
17:44:15.682 -> S-0.11 -12.65 153.84 2.30,,,,
17:44:15.682 -> S-0.11 -12.40 153.84 2.30,,,,
17:44:15.682 -> S-0.11 -12.43 153.84 2.30,,,,
17:44:15.682 -> S-0.12 -12.92 153.84 2.30,,,,
17:44:15.682 -> S-0.11 -12.71 153.84 2.30,,,,
17:44:15.717 -> S-0.11 -12.29 153.84 2.30,,,,
17:44:15.717 -> S-0.11 -12.38 153.84 2.30,,,,
17:44:15.717 -> S-0.10 -12.17 153.84 2.30,,,,
17:44:15.717 -> S-0.11 -12.41 153.84 2.30,,,,
17:44:15.717 -> S-0.10 -12.01 153.84 2.30,,,,
17:44:15.717 -> S-0.09 -11.51 153.84 2.30,,,,
17:44:15.752 -> S-0.09 -11.40 153.84 2.30,,,,
17:44:15.752 -> S-0.10 -11.78 153.84 2.30,,,,
17:44:15.752 -> S-0.09 -11.65 153.84 2.30,,,,
17:44:15.752 -> S-0.10 -11.89 153.84 2.30,,,,
17:44:15.752 -> S-0.09 -11.60 153.84 2.30,,,,
17:44:15.789 -> S-0.09 -11.44 153.84 2.30,,,,
17:44:15.789 -> S-0.09 -11.28 153.84 2.30,,,,
17:44:15.789 -> S-0.08 -10.98 153.84 2.30,,,,
17:44:15.789 -> S-0.08 -10.83 153.84 2.30,,,,
17:44:15.789 -> S-0.09 -11.07 153.84 2.30,,,,
17:44:15.789 -> S-0.08 -11.04 153.84 2.30,,,,
17:44:15.824 -> S-0.08 -10.72 153.84 2.30,,,,
17:44:15.824 -> S-0.08 -10.76 153.84 2.30,,,,
17:44:15.824 -> S-0.08 -10.77 153.84 2.30,,,,
17:44:15.824 -> S-0.08 -10.53 153.84 2.30,,,,
17:44:15.824 -> S-0.07 -10.35 153.84 2.30,,,,
17:44:15.824 -> S-0.07 -10.23 153.84 2.30,,,,
17:44:15.861 -> S-0.07 -10.24 153.84 2.30,,,,
17:44:15.861 -> S-0.07 -10.33 153.84 2.30,,,,
17:44:15.861 -> S-0.07 -10.19 153.84 2.30,,,,
17:44:15.861 -> S-0.07 -10.07 153.84 2.30,,,,
17:44:15.861 -> S-0.07 -9.74 153.84 2.30,,,,
17:44:15.861 -> S-0.07 -9.75 153.84 2.30,,,,
17:44:15.861 -> S-0.07 -10.07 153.84 2.30,,,,
17:44:15.896 -> S-0.07 -9.97 153.84 2.30,,,,
17:44:15.896 -> S-0.06 -9.60 153.84 2.30,,,,
17:44:15.896 -> S-0.06 -9.41 153.84 2.30,,,,
17:44:15.896 -> S-0.06 -9.34 153.84 2.30,,,,
17:44:15.896 -> S-0.06 -9.24 153.84 2.30,,,,
17:44:15.930 -> S-0.06 -9.06 153.84 2.30,,,,
17:44:15.930 -> S-0.06 -9.20 153.84 2.30,,,,
17:44:15.930 -> S-0.06 -9.26 153.84 2.30,,,,
17:44:15.930 -> S-0.06 -9.15 153.84 2.30,,,,
17:44:15.930 -> S-0.06 -8.92 153.84 2.30,,,,
17:44:15.930 -> S-0.05 -8.82 153.84 2.30,,,,
17:44:15.964 -> S-0.06 -8.92 153.84 2.30,,,,
17:44:15.964 -> S-0.05 -8.62 153.84 2.30,,,,
17:44:15.964 -> S-0.05 -8.38 153.84 2.30,,,,
17:44:15.964 -> S-0.05 -8.47 153.84 2.30,,,,
17:44:15.964 -> S-0.05 -8.52 153.84 2.30,,,,
17:44:15.964 -> S-0.05 -8.41 153.84 2.30,,,,
17:44:15.999 -> S-0.05 -8.41 153.84 2.30,,,,
17:44:15.999 -> S-0.05 -8.51 153.84 2.30,,,,
17:44:15.999 -> S-0.05 -8.48 153.84 2.30,,,,
17:44:15.999 -> S-0.05 -8.20 153.84 2.30,,,,
17:44:15.999 -> S-0.05 -8.04 153.84 2.30,,,,
17:44:16.033 -> S-0.04 -8.01 153.84 2.30,,,,
17:44:16.033 -> S-0.04 -7.95 153.84 2.30,,,,
17:44:16.033 -> S-0.05 -8.07 153.84 2.30,,,,
17:44:16.033 -> S-0.05 -8.14 153.84 2.30,,,,
17:44:16.033 -> S-0.04 -8.02 153.84 2.30,,,,
17:44:16.033 -> S-0.04 -7.96 153.84 2.30,,,,
17:44:16.066 -> S-0.04 -7.87 153.84 2.30,,,,
17:44:16.066 -> S-0.04 -7.70 153.84 2.30,,,,
17:44:16.066 -> S-0.04 -7.55 153.84 2.30,,,,
17:44:16.066 -> S-0.04 -7.52 153.84 2.30,,,,
17:44:16.066 -> S-0.04 -7.49 153.84 2.30,,,,
17:44:16.066 -> S-0.04 -7.44 153.84 2.30,,,,
17:44:16.101 -> S-0.04 -7.34 153.84 2.30,,,,
17:44:16.101 -> S-0.04 -7.34 153.84 2.30,,,,
17:44:16.101 -> S-0.04 -7.34 153.84 2.30,,,,
17:44:16.101 -> S-0.04 -7.12 153.84 2.30,,,,
17:44:16.101 -> S-0.03 -6.98 153.84 2.30,,,,
17:44:16.101 -> S-0.03 -6.98 153.84 2.30,,,,
17:44:16.139 -> S-0.03 -6.93 153.84 2.30,,,,
17:44:16.139 -> S-0.03 -7.00 153.84 2.30,,,,
17:44:16.139 -> S-0.04 -7.12 153.84 2.30,,,,
17:44:16.139 -> S-0.04 -7.10 153.84 2.30,,,,
17:44:16.139 -> S-0.03 -6.95 153.84 2.30,,,,
17:44:16.139 -> S-0.03 -7.02 153.84 2.30,,,,
17:44:16.176 -> S-0.03 -6.86 153.84 2.30,,,,
17:44:16.176 -> S-0.03 -6.59 153.84 2.30,,,,
17:44:16.176 -> S-0.03 -6.55 153.84 2.30,,,,
17:44:16.176 -> S-0.03 -6.59 153.84 2.30,,,,
17:44:16.176 -> S-0.03 -6.75 153.84 2.30,,,,
17:44:16.176 -> S-0.03 -6.64 153.84 2.30,,,,
17:44:16.214 -> S-0.03 -6.38 153.84 2.30,,,,
17:44:16.214 -> S-0.03 -6.21 153.84 2.30,,,,
17:44:16.214 -> S-0.03 -6.15 153.84 2.30,,,,
17:44:16.214 -> S-0.03 -6.15 153.84 2.30,,,,
17:44:16.214 -> S-0.03 -6.25 153.84 2.30,,,,
17:44:16.214 -> S-0.03 -6.29 153.84 2.30,,,,
17:44:16.250 -> S-0.03 -6.29 153.84 2.30,,,,
17:44:16.250 -> S-0.03 -6.21 153.84 2.30,,,,
17:44:16.250 -> S-0.03 -6.03 153.84 2.30,,,,
17:44:16.250 -> S-0.02 -5.99 153.84 2.30,,,,
17:44:16.250 -> S-0.02 -5.86 153.84 2.30,,,,
17:44:16.250 -> S-0.02 -5.86 153.84 2.30,,,,
17:44:16.287 -> S-0.02 -5.97 153.84 2.30,,,,
17:44:16.287 -> S-0.03 -6.01 153.84 2.30,,,,
17:44:16.287 -> S-0.02 -5.91 153.84 2.30,,,,
17:44:16.287 -> S-0.02 -5.78 153.84 2.30,,,,
17:44:16.287 -> S-0.02 -5.72 153.84 2.30,,,,
17:44:16.287 -> S-0.02 -5.63 153.84 2.30,,,,
17:44:16.287 -> S-0.02 -5.59 153.84 2.30,,,,
17:44:16.321 -> S-0.02 -5.48 153.84 2.30,,,,
17:44:16.321 -> S-0.02 -5.41 153.84 2.30,,,,
17:44:16.321 -> S-0.02 -5.48 153.84 2.30,,,,
17:44:16.321 -> S-0.02 -5.41 153.84 2.30,,,,
17:44:16.321 -> S-0.02 -5.36 153.84 2.30,,,,
17:44:16.357 -> S-0.02 -5.32 153.84 2.30,,,,
17:44:16.357 -> S-0.02 -5.23 153.84 2.30,,,,
17:44:16.357 -> S-0.02 -5.18 153.84 2.30,,,,
17:44:16.357 -> S-0.02 -5.08 153.84 2.30,,,,
17:44:16.357 -> S-0.02 -5.04 153.84 2.30,,,,
17:44:16.357 -> S-0.02 -5.01 153.84 2.30,,,,
17:44:16.391 -> S-0.02 -5.01 153.84 2.30,,,,
17:44:16.391 -> S-0.02 -5.06 153.84 2.30,,,,
17:44:16.391 -> S-0.02 -5.01 153.84 2.30,,,,
17:44:16.391 -> S-0.02 -4.96 153.84 2.30,,,,
17:44:16.391 -> S-0.02 -4.96 153.84 2.30,,,,
17:44:16.391 -> S-0.02 -4.91 153.84 2.30,,,,
17:44:16.427 -> S-0.02 -4.79 153.84 2.30,,,,
17:44:16.427 -> S-0.02 -4.71 153.84 2.30,,,,
17:44:16.427 -> S-0.02 -4.68 153.84 2.30,,,,
17:44:16.427 -> S-0.02 -4.71 153.84 2.30,,,,
17:44:16.427 -> S-0.02 -4.74 153.84 2.30,,,,
17:44:16.427 -> S-0.02 -4.79 153.84 2.30,,,,
17:44:16.461 -> S-0.02 -4.74 153.84 2.30,,,,
17:44:16.461 -> S-0.02 -4.68 153.84 2.30,,,,
17:44:16.461 -> S-0.02 -4.66 153.84 2.30,,,,
17:44:16.461 -> S-0.02 -4.66 153.84 2.30,,,,
17:44:16.461 -> S-0.01 -4.58 153.84 2.30,,,,
17:44:16.495 -> S-0.01 -4.47 153.84 2.30,,,,
17:44:16.495 -> S-0.01 -4.36 153.84 2.30,,,,
17:44:16.495 -> S-0.01 -4.33 153.84 2.30,,,,
17:44:16.495 -> S-0.01 -4.33 153.84 2.30,,,,
17:44:16.495 -> S-0.01 -4.30 153.84 2.30,,,,
17:44:16.495 -> S-0.01 -4.25 153.84 2.30,,,,
17:44:16.532 -> S-0.01 -4.25 153.84 2.30,,,,
17:44:16.532 -> S-0.01 -4.22 153.84 2.30,,,,
17:44:16.532 -> S-0.01 -4.25 153.84 2.30,,,,
17:44:16.532 -> S-0.01 -4.25 153.84 2.30,,,,
17:44:16.532 -> S-0.01 -4.19 153.84 2.30,,,,
17:44:16.532 -> S-0.01 -4.19 153.84 2.30,,,,
17:44:16.532 -> S-0.01 -4.10 153.84 2.30,,,,
17:44:16.566 -> S-0.01 -3.98 153.84 2.30,,,,
17:44:16.566 -> S-0.01 -3.95 153.84 2.30,,,,
17:44:16.566 -> S-0.01 -3.89 153.84 2.30,,,,
17:44:16.566 -> S-0.01 -3.86 153.84 2.30,,,,
17:44:16.566 -> S-0.01 -3.82 153.84 2.30,,,,
17:44:16.604 -> S-0.01 -3.79 153.84 2.30,,,,
17:44:16.604 -> S-0.01 -3.79 153.84 2.30,,,,
17:44:16.604 -> S-0.01 -3.79 153.84 2.30,,,,
17:44:16.604 -> S-0.01 -3.76 153.84 2.30,,,,
17:44:16.604 -> S-0.01 -3.76 153.84 2.30,,,,
17:44:16.604 -> S-0.01 -3.76 153.84 2.30,,,,
17:44:16.638 -> S-0.01 -3.76 153.84 2.30,,,,
17:44:16.638 -> S-0.01 -3.70 153.84 2.30,,,,
17:44:16.638 -> S-0.01 -3.56 153.84 2.30,,,,
17:44:16.638 -> S-0.01 -3.42 153.84 2.30,,,,
17:44:16.638 -> S-0.01 -3.31 153.84 2.30,,,,
17:44:16.638 -> S-0.01 -3.39 153.84 2.30,,,,
17:44:16.674 -> S-0.01 -3.49 153.84 2.30,,,,
17:44:16.674 -> S-0.01 -3.56 153.84 2.30,,,,
17:44:16.674 -> S-0.01 -3.49 153.84 2.30,,,,
17:44:16.674 -> S-0.01 -3.39 153.84 2.30,,,,
17:44:16.674 -> S-0.01 -3.24 153.84 2.30,,,,
17:44:16.674 -> S-0.01 -3.20 153.84 2.30,,,,
17:44:16.711 -> S-0.01 -3.16 153.84 2.30,,,,
17:44:16.711 -> S-0.01 -3.16 153.84 2.30,,,,
17:44:16.711 -> S-0.01 -3.24 153.84 2.30,,,,
17:44:16.711 -> S-0.01 -3.28 153.84 2.30,,,,
17:44:16.711 -> S-0.01 -3.28 153.84 2.30,,,,
17:44:16.711 -> S-0.01 -3.24 153.84 2.30,,,,
17:44:16.745 -> S-0.01 -3.24 153.84 2.30,,,,
17:44:16.745 -> S-0.01 -3.24 153.84 2.30,,,,
17:44:16.745 -> S-0.01 -3.20 153.84 2.30,,,,
17:44:16.745 -> S-0.01 -3.16 153.84 2.30,,,,
17:44:16.745 -> S-0.01 -3.12 153.84 2.30,,,,
17:44:16.745 -> S-0.01 -3.04 153.84 2.30,,,,
17:44:16.780 -> S-0.01 -3.00 153.84 2.30,,,,
17:44:16.780 -> S-0.01 -3.04 153.84 2.30,,,,
17:44:16.780 -> S-0.01 -3.00 153.84 2.30,,,,
17:44:16.780 -> S-0.01 -3.00 153.84 2.30,,,,
17:44:16.780 -> S-0.01 -2.96 153.84 2.30,,,,
17:44:16.780 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.813 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.813 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.813 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.813 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.813 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.813 -> S-0.01 -2.88 153.84 2.30,,,,
17:44:16.851 -> S-0.01 -2.88 153.84 2.30,,,,
17:44:16.851 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.851 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.851 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.851 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.888 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.888 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.888 -> S-0.01 -2.92 153.84 2.30,,,,
17:44:16.888 -> S-0.01 -2.92 153.84 2.30,,,,
