,Min1,Max1,Min2,Max2
17:42:09.315 -> S-0.00 -1.78 65.59 0.07,,,,
17:42:09.315 -> S-0.00 -1.78 65.59 0.07,,,,
17:42:09.315 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.315 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.315 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.353 -> S-0.00 -1.78 65.59 0.07,,,,
17:42:09.353 -> S-0.00 -1.85 65.59 0.07,,,,
17:42:09.353 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.353 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.353 -> S-0.00 -1.64 65.59 0.07,,,,
17:42:09.353 -> S-0.00 -1.64 65.59 0.07,,,,
17:42:09.389 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.389 -> S-0.00 -1.85 65.59 0.07,,,,
17:42:09.389 -> S-0.00 -1.85 65.59 0.07,,,,
17:42:09.389 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.389 -> S-0.00 -1.64 65.59 0.07,,,,
17:42:09.389 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.426 -> S-0.00 -1.64 65.59 0.07,,,,
17:42:09.426 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.426 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.426 -> S-0.00 -1.64 65.59 0.07,,,,
17:42:09.426 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.426 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.464 -> S-0.00 -1.64 65.59 0.07,,,,
17:42:09.464 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.464 -> S-0.00 -1.64 65.59 0.07,,,,
17:42:09.464 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.464 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.464 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.497 -> S-0.00 -1.64 65.59 0.07,,,,
17:42:09.497 -> S-0.00 -1.64 65.59 0.07,,,,
17:42:09.497 -> S-0.00 -1.71 65.59 0.07,,,,
17:42:09.497 -> S-0.00 -1.64 65.59 0.07,,,,
17:42:09.497 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.497 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.531 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.531 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.531 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.531 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.531 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.568 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.568 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.568 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.568 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.568 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.568 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.568 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.606 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.606 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.606 -> S-0.00 -1.56 65.59 0.07,,,,
17:42:09.606 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.606 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.606 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.639 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.639 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.639 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.639 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.639 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.673 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.673 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.673 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.673 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.673 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.673 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.710 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.710 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.710 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.710 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.710 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.710 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.710 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.747 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.747 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.747 -> S-0.00 -1.48 65.59 0.07,,,,
17:42:09.747 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.747 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.747 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.782 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.782 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.782 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.782 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.782 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.816 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.816 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.816 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:09.816 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.816 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.816 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.850 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.850 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.850 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.850 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.850 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.883 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.883 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.883 -> S-0.00 -1.40 65.59 0.07,,,,
17:42:09.883 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.883 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.883 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.922 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.922 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.922 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.922 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:09.922 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:09.922 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.922 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.956 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.956 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.956 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.956 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:09.956 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:09.989 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:09.989 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.989 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.989 -> S-0.00 -1.31 65.59 0.07,,,,
17:42:09.989 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:09.989 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:10.025 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.025 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.025 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.025 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:10.025 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:10.025 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:10.059 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:10.059 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:10.059 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.059 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.059 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.095 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.095 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.095 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.095 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.095 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.095 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.095 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.130 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.130 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.130 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.130 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.130 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.164 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.164 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.164 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.164 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.164 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.164 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.202 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.202 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.202 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.202 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.202 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.202 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.239 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.239 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.239 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.239 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.239 -> S-0.00 -1.21 65.59 0.07,,,,
17:42:10.239 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.273 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.273 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.273 -> S-0.00 -0.86 65.59 0.07,,,,
17:42:10.273 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.273 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.273 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.308 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.308 -> S-0.00 -1.10 65.59 0.07,,,,
17:42:10.308 -> S-0.00 -0.99 65.59 0.07,,,,
17:42:10.308 -> S-0.00 -0.86 65.59 0.07,,,,
17:42:10.308 -> S-0.00 -0.86 65.59 0.07,,,,
17:42:10.308 -> S0.00 1.40 65.59 0.07,,,,
17:42:10.345 -> S0.06 8.96 65.59 0.07,,,,
17:42:10.345 -> S0.09 11.15 65.59 0.07,,,,
17:42:10.345 -> S0.14 14.13 65.59 0.07,,,,
17:42:10.345 -> S0.13 13.68 65.59 0.07,,,,
17:42:10.345 -> S0.10 12.20 65.59 0.07,,,,
17:42:10.345 -> S0.07 10.06 65.59 0.07,,,,
17:42:10.378 -> S0.05 8.83 65.59 0.07,,,,
17:42:10.378 -> S0.05 8.26 65.59 0.07,,,,
17:42:10.378 -> S0.05 8.87 65.59 0.07,,,,
17:42:10.378 -> S0.07 10.30 65.59 0.07,,,,
17:42:10.378 -> S0.09 11.38 65.59 0.07,,,,
17:42:10.378 -> S0.10 11.85 65.59 0.07,,,,
17:42:10.413 -> S0.10 12.06 65.59 0.07,,,,
17:42:10.413 -> S0.09 11.56 65.59 0.07,,,,
17:42:10.413 -> S0.08 10.85 65.59 0.07,,,,
17:42:10.413 -> S0.07 10.11 65.59 0.07,,,,
17:42:10.413 -> S0.07 9.90 65.59 0.07,,,,
17:42:10.413 -> S0.07 9.88 65.59 0.07,,,,
17:42:10.448 -> S0.08 10.38 65.59 0.07,,,,
17:42:10.448 -> S0.08 10.68 65.59 0.07,,,,
17:42:10.448 -> S0.08 10.96 65.59 0.07,,,,
17:42:10.448 -> S0.09 11.42 65.59 0.07,,,,
17:42:10.448 -> S0.09 11.53 65.59 0.07,,,,
17:42:10.448 -> S0.08 11.03 65.59 0.07,,,,
17:42:10.481 -> S0.08 10.75 65.59 0.07,,,,
17:42:10.481 -> S0.08 10.60 65.59 0.07,,,,
17:42:10.481 -> S0.08 10.56 65.59 0.07,,,,
17:42:10.481 -> S0.08 10.67 65.59 0.07,,,,
17:42:10.481 -> S0.08 10.92 65.59 0.07,,,,
17:42:10.517 -> S0.09 11.24 65.59 0.07,,,,
17:42:10.517 -> S0.09 11.25 65.59 0.07,,,,
17:42:10.517 -> S0.09 11.25 65.59 0.07,,,,
17:42:10.517 -> S0.09 11.29 65.59 0.07,,,,
17:42:10.517 -> S0.09 11.35 65.59 0.07,,,,
17:42:10.517 -> S0.09 11.29 65.59 0.07,,,,
17:42:10.550 -> S0.09 11.22 65.59 0.07,,,,
17:42:10.550 -> S0.09 11.20 65.59 0.07,,,,
17:42:10.550 -> S0.09 11.22 65.59 0.07,,,,
17:42:10.550 -> S0.09 11.37 65.59 0.07,,,,
17:42:10.550 -> S0.09 11.34 65.59 0.07,,,,
17:42:10.584 -> S0.09 11.54 65.59 0.07,,,,
17:42:10.584 -> S0.09 11.43 65.59 0.07,,,,
17:42:10.584 -> S0.09 11.18 65.59 0.07,,,,
17:42:10.584 -> S0.09 11.10 65.59 0.07,,,,
17:42:10.584 -> S0.08 10.99 65.59 0.07,,,,
17:42:10.584 -> S0.09 11.13 65.59 0.07,,,,
17:42:10.620 -> S0.09 11.37 65.59 0.07,,,,
17:42:10.620 -> S0.09 11.12 65.59 0.07,,,,
17:42:10.620 -> S0.08 11.03 65.59 0.07,,,,
17:42:10.620 -> S0.08 11.01 65.59 0.07,,,,
17:42:10.620 -> S0.09 11.27 65.59 0.07,,,,
17:42:10.620 -> S0.08 11.00 65.59 0.07,,,,
17:42:10.657 -> S0.08 10.94 65.59 0.07,,,,
17:42:10.657 -> S0.08 10.98 65.59 0.07,,,,
17:42:10.657 -> S0.08 10.92 65.59 0.07,,,,
17:42:10.657 -> S0.09 11.09 65.59 0.07,,,,
17:42:10.657 -> S0.09 11.05 65.59 0.07,,,,
17:42:10.657 -> S0.08 10.91 65.59 0.07,,,,
17:42:10.693 -> S0.08 10.86 65.59 0.07,,,,
17:42:10.693 -> S0.08 10.94 65.59 0.07,,,,
17:42:10.693 -> S0.08 10.98 65.59 0.07,,,,
17:42:10.693 -> S0.09 11.14 65.59 0.07,,,,
17:42:10.693 -> S0.09 11.09 65.59 0.07,,,,
17:42:10.693 -> S0.08 11.01 65.59 0.07,,,,
17:42:10.732 -> S0.08 10.93 65.59 0.07,,,,
17:42:10.732 -> S0.09 11.17 65.59 0.07,,,,
17:42:10.732 -> S0.09 11.21 65.59 0.07,,,,
17:42:10.732 -> S0.09 11.12 65.59 0.07,,,,
17:42:10.732 -> S0.08 11.01 65.59 0.07,,,,
17:42:10.732 -> S0.08 11.02 65.59 0.07,,,,
17:42:10.732 -> S0.08 10.91 65.59 0.07,,,,
17:42:10.768 -> S0.08 10.92 65.59 0.07,,,,
17:42:10.768 -> S0.09 11.11 65.59 0.07,,,,
17:42:10.768 -> S0.08 11.01 65.59 0.07,,,,
17:42:10.768 -> S0.08 10.87 65.59 0.07,,,,
17:42:10.768 -> S0.08 11.02 65.59 0.07,,,,
17:42:10.768 -> S0.09 11.18 65.59 0.07,,,,
17:42:10.805 -> S0.09 11.06 65.59 0.07,,,,
17:42:10.805 -> S0.08 11.04 65.59 0.07,,,,
17:42:10.805 -> S0.08 10.86 65.59 0.07,,,,
17:42:10.805 -> S0.08 10.96 65.59 0.07,,,,
17:42:10.805 -> S0.08 11.01 65.59 0.07,,,,
17:42:10.805 -> S0.09 11.20 65.59 0.07,,,,
17:42:10.839 -> S0.09 11.22 65.59 0.07,,,,
17:42:10.839 -> S0.09 11.06 65.59 0.07,,,,
17:42:10.839 -> S0.09 11.13 65.59 0.07,,,,
17:42:10.839 -> S0.09 11.17 65.59 0.07,,,,
17:42:10.839 -> S0.08 10.96 65.59 0.07,,,,
17:42:10.839 -> S0.08 10.92 65.59 0.07,,,,
17:42:10.873 -> S0.08 10.94 65.59 0.07,,,,
17:42:10.873 -> S0.08 10.90 65.59 0.07,,,,
17:42:10.873 -> S0.08 10.92 65.59 0.07,,,,
17:42:10.873 -> S0.09 11.05 65.59 0.07,,,,
17:42:10.873 -> S0.09 11.07 65.59 0.07,,,,
17:42:10.908 -> S0.08 11.04 65.59 0.07,,,,
17:42:10.908 -> S0.08 10.91 65.59 0.07,,,,
17:42:10.908 -> S0.09 11.05 65.59 0.07,,,,
17:42:10.908 -> S0.08 11.02 65.59 0.07,,,,
17:42:10.908 -> S0.09 11.17 65.59 0.07,,,,
17:42:10.908 -> S0.09 11.17 65.59 0.07,,,,
17:42:10.943 -> S0.09 11.16 65.59 0.07,,,,
17:42:10.943 -> S0.09 11.15 65.59 0.07,,,,
17:42:10.943 -> S0.09 11.23 65.59 0.07,,,,
17:42:10.943 -> S0.09 11.20 65.59 0.07,,,,
17:42:10.943 -> S0.08 11.02 65.59 0.07,,,,
17:42:10.943 -> S0.08 11.01 65.59 0.07,,,,
17:42:10.980 -> S0.09 11.14 65.59 0.07,,,,
17:42:10.980 -> S0.09 11.17 65.59 0.07,,,,
17:42:10.980 -> S0.08 10.95 65.59 0.07,,,,
17:42:10.980 -> S0.08 11.02 65.59 0.07,,,,
17:42:10.980 -> S0.08 11.00 65.59 0.07,,,,
17:42:10.980 -> S0.09 11.26 65.59 0.07,,,,
17:42:11.014 -> S0.08 11.01 65.59 0.07,,,,
17:42:11.014 -> S0.08 11.00 65.59 0.07,,,,
17:42:11.014 -> S0.09 11.12 65.59 0.07,,,,
17:42:11.014 -> S0.09 11.25 65.59 0.07,,,,
17:42:11.014 -> S0.09 11.21 65.59 0.07,,,,
17:42:11.014 -> S0.08 11.02 65.59 0.07,,,,
17:42:11.048 -> S0.08 11.03 65.59 0.07,,,,
17:42:11.048 -> S0.09 11.12 65.59 0.07,,,,
17:42:11.048 -> S0.08 10.91 65.59 0.07,,,,
17:42:11.048 -> S0.08 10.83 65.59 0.07,,,,
17:42:11.048 -> S0.08 10.86 65.59 0.07,,,,
17:42:11.086 -> S0.08 10.93 65.59 0.07,,,,
17:42:11.086 -> S0.09 11.10 65.59 0.07,,,,
17:42:11.086 -> S0.09 11.31 65.59 0.07,,,,
17:42:11.086 -> S0.09 11.15 65.59 0.07,,,,
17:42:11.086 -> S0.09 11.07 65.59 0.07,,,,
17:42:11.086 -> S0.08 10.95 65.59 0.07,,,,
17:42:11.122 -> S0.08 10.84 65.59 0.07,,,,
17:42:11.122 -> S0.08 10.96 65.59 0.07,,,,
17:42:11.122 -> S0.08 10.95 65.59 0.07,,,,
17:42:11.122 -> S0.08 10.83 65.59 0.07,,,,
17:42:11.122 -> S0.08 10.92 65.59 0.07,,,,
17:42:11.122 -> S0.09 11.14 65.59 0.07,,,,
17:42:11.122 -> S0.09 11.53 65.59 0.07,,,,
17:42:11.156 -> S0.09 11.09 65.59 0.07,,,,
17:42:11.156 -> S0.08 10.86 65.59 0.07,,,,
17:42:11.156 -> S0.08 11.00 65.59 0.07,,,,
17:42:11.156 -> S0.09 11.28 65.59 0.07,,,,
17:42:11.156 -> S0.08 10.96 65.59 0.07,,,,
17:42:11.193 -> S0.08 10.92 65.59 0.07,,,,
17:42:11.193 -> S0.08 10.85 65.59 0.07,,,,
17:42:11.193 -> S0.08 10.87 65.59 0.07,,,,
17:42:11.193 -> S0.09 11.10 65.59 0.07,,,,
17:42:11.193 -> S0.08 10.91 65.59 0.07,,,,
17:42:11.193 -> S0.08 10.89 65.59 0.07,,,,
17:42:11.230 -> S0.08 10.90 65.59 0.07,,,,
17:42:11.230 -> S0.08 10.92 65.59 0.07,,,,
17:42:11.230 -> S0.08 10.84 65.59 0.07,,,,
17:42:11.230 -> S0.08 10.84 65.59 0.07,,,,
17:42:11.230 -> S0.08 10.85 65.59 0.07,,,,
17:42:11.230 -> S0.08 10.99 65.59 0.07,,,,
17:42:11.230 -> S0.09 11.05 65.59 0.07,,,,
17:42:11.264 -> S0.09 11.34 65.59 0.07,,,,
17:42:11.264 -> S0.08 11.04 65.59 0.07,,,,
17:42:11.264 -> S0.08 10.99 65.59 0.07,,,,
17:42:11.264 -> S0.08 10.80 65.59 0.07,,,,
17:42:11.264 -> S0.08 10.95 65.59 0.07,,,,
17:42:11.264 -> S0.08 10.99 65.59 0.07,,,,
17:42:11.297 -> S0.08 11.04 65.59 0.07,,,,
17:42:11.297 -> S0.09 11.44 65.59 0.07,,,,
17:42:11.297 -> S0.09 11.10 65.59 0.07,,,,
17:42:11.297 -> S0.08 10.82 65.59 0.07,,,,
17:42:11.297 -> S0.08 11.00 65.59 0.07,,,,
17:42:11.334 -> S0.09 11.21 65.59 0.07,,,,
17:42:11.334 -> S0.05 8.35 65.59 0.07,,,,
17:42:11.334 -> S-0.02 -5.30 153.12 0.22,,,,
17:42:11.334 -> S-0.08 -10.68 153.12 0.22,,,,
17:42:11.334 -> S-0.10 -12.27 153.12 0.22,,,,
17:42:11.334 -> S-0.11 -12.35 153.12 0.22,,,,
17:42:11.367 -> S-0.10 -12.00 153.12 0.22,,,,
17:42:11.367 -> S-0.10 -12.11 153.12 0.22,,,,
17:42:11.367 -> S-0.09 -11.40 153.12 0.22,,,,
17:42:11.367 -> S-0.08 -11.03 153.12 0.22,,,,
17:42:11.367 -> S-0.09 -11.11 153.12 0.22,,,,
17:42:11.367 -> S-0.09 -11.55 153.12 0.22,,,,
17:42:11.402 -> S-0.10 -11.99 153.12 0.22,,,,
17:42:11.402 -> S-0.11 -12.79 153.12 0.22,,,,
17:42:11.402 -> S-0.12 -13.29 153.12 0.22,,,,
17:42:11.402 -> S-0.13 -13.81 153.12 0.22,,,,
17:42:11.402 -> S-0.15 -14.44 153.12 0.22,,,,
17:42:11.439 -> S-0.15 -14.66 153.12 0.22,,,,
17:42:11.439 -> S-0.15 -14.57 153.12 0.22,,,,
17:42:11.439 -> S-0.14 -14.20 153.12 0.22,,,,
17:42:11.439 -> S-0.14 -14.09 153.12 0.22,,,,
17:42:11.439 -> S-0.14 -14.38 153.12 0.22,,,,
17:42:11.439 -> S-0.14 -14.17 153.12 0.22,,,,
17:42:11.476 -> S-0.14 -14.29 153.12 0.22,,,,
17:42:11.476 -> S-0.14 -14.19 153.12 0.22,,,,
17:42:11.476 -> S-0.14 -14.21 153.12 0.22,,,,
17:42:11.476 -> S-0.14 -14.42 153.12 0.22,,,,
17:42:11.476 -> S-0.14 -14.26 153.12 0.22,,,,
17:42:11.476 -> S-0.14 -14.22 153.12 0.22,,,,
17:42:11.513 -> S-0.13 -13.91 153.12 0.22,,,,
17:42:11.513 -> S-0.14 -14.01 153.12 0.22,,,,
17:42:11.513 -> S-0.13 -13.64 153.12 0.22,,,,
17:42:11.513 -> S-0.13 -13.47 153.12 0.22,,,,
17:42:11.513 -> S-0.13 -13.50 153.12 0.22,,,,
17:42:11.513 -> S-0.12 -13.31 153.12 0.22,,,,
17:42:11.513 -> S-0.13 -13.40 153.12 0.22,,,,
17:42:11.547 -> S-0.12 -12.98 153.12 0.22,,,,
17:42:11.547 -> S-0.12 -13.10 153.12 0.22,,,,
17:42:11.547 -> S-0.12 -13.21 153.12 0.22,,,,
17:42:11.547 -> S-0.12 -13.02 153.12 0.22,,,,
17:42:11.547 -> S-0.13 -13.44 153.12 0.22,,,,
17:42:11.547 -> S-0.12 -12.86 153.12 0.22,,,,
17:42:11.581 -> S-0.11 -12.56 153.12 0.22,,,,
17:42:11.581 -> S-0.11 -12.33 153.12 0.22,,,,
17:42:11.581 -> S-0.10 -12.17 153.12 0.22,,,,
17:42:11.581 -> S-0.10 -11.97 153.12 0.22,,,,
17:42:11.581 -> S-0.10 -11.98 153.12 0.22,,,,
17:42:11.615 -> S-0.10 -12.12 153.12 0.22,,,,
17:42:11.615 -> S-0.10 -12.10 153.12 0.22,,,,
17:42:11.615 -> S-0.10 -11.95 153.12 0.22,,,,
17:42:11.615 -> S-0.10 -11.77 153.12 0.22,,,,
17:42:11.615 -> S-0.09 -11.60 153.12 0.22,,,,
17:42:11.615 -> S-0.09 -11.47 153.12 0.22,,,,
17:42:11.649 -> S-0.09 -11.26 153.12 0.22,,,,
17:42:11.649 -> S-0.09 -11.37 153.12 0.22,,,,
17:42:11.649 -> S-0.09 -11.35 153.12 0.22,,,,
17:42:11.649 -> S-0.09 -11.42 153.12 0.22,,,,
17:42:11.649 -> S-0.09 -11.25 153.12 0.22,,,,
17:42:11.649 -> S-0.08 -10.91 153.12 0.22,,,,
17:42:11.684 -> S-0.08 -10.81 153.12 0.22,,,,
17:42:11.684 -> S-0.08 -10.81 153.12 0.22,,,,
17:42:11.684 -> S-0.08 -10.76 153.12 0.22,,,,
17:42:11.684 -> S-0.08 -10.74 153.12 0.22,,,,
17:42:11.684 -> S-0.08 -10.65 153.12 0.22,,,,
17:42:11.721 -> S-0.08 -10.44 153.12 0.22,,,,
17:42:11.721 -> S-0.08 -10.64 153.12 0.22,,,,
17:42:11.721 -> S-0.07 -10.35 153.12 0.22,,,,
17:42:11.721 -> S-0.07 -10.05 153.12 0.22,,,,
17:42:11.721 -> S-0.07 -10.19 153.12 0.22,,,,
17:42:11.721 -> S-0.07 -10.06 153.12 0.22,,,,
17:42:11.754 -> S-0.07 -10.04 153.12 0.22,,,,
17:42:11.754 -> S-0.07 -9.74 153.12 0.22,,,,
17:42:11.754 -> S-0.06 -9.52 153.12 0.22,,,,
17:42:11.754 -> S-0.06 -9.41 153.12 0.22,,,,
17:42:11.754 -> S-0.06 -9.45 153.12 0.22,,,,
17:42:11.754 -> S-0.06 -9.36 153.12 0.22,,,,
17:42:11.791 -> S-0.07 -9.91 153.12 0.22,,,,
17:42:11.791 -> S-0.07 -9.89 153.12 0.22,,,,
17:42:11.791 -> S-0.07 -10.07 153.12 0.22,,,,
17:42:11.791 -> S-0.07 -9.68 153.12 0.22,,,,
17:42:11.791 -> S-0.06 -9.25 153.12 0.22,,,,
17:42:11.791 -> S-0.06 -9.02 153.12 0.22,,,,
17:42:11.825 -> S-0.06 -8.96 153.12 0.22,,,,
17:42:11.825 -> S-0.05 -8.76 153.12 0.22,,,,
17:42:11.825 -> S-0.05 -8.68 153.12 0.22,,,,
17:42:11.825 -> S-0.05 -8.75 153.12 0.22,,,,
17:42:11.825 -> S-0.05 -8.69 153.12 0.22,,,,
17:42:11.858 -> S-0.05 -8.72 153.12 0.22,,,,
17:42:11.858 -> S-0.05 -8.69 153.12 0.22,,,,
17:42:11.858 -> S-0.05 -8.48 153.12 0.22,,,,
17:42:11.858 -> S-0.05 -8.26 153.12 0.22,,,,
17:42:11.858 -> S-0.05 -8.31 153.12 0.22,,,,
17:42:11.858 -> S-0.05 -8.41 153.12 0.22,,,,
17:42:11.894 -> S-0.05 -8.17 153.12 0.22,,,,
17:42:11.894 -> S-0.05 -8.25 153.12 0.22,,,,
17:42:11.894 -> S-0.05 -8.52 153.12 0.22,,,,
17:42:11.894 -> S-0.05 -8.29 153.12 0.22,,,,
17:42:11.894 -> S-0.04 -8.02 153.12 0.22,,,,
